BorrowID	UserID	BookID	BorrowDate	DueDate	ReturnDate	Borrowed Status	Borrwed Method	Image
BR0525	U0069	BK0114	02/11/2024	08/11/2024	-	Overdue	Online	bookCover_114.jpg
BR0526	U0003	BK0142	28/01/2025	03/02/2025	-	Overdue	Online	bookCover_142.jpg
BR0527	U0018	BK0214	05/11/2024	11/11/2024	15/11/2024	Overdue	Physical	bookCover_212.jpg
BR0528	U0004	BK0108	30/03/2024	05/04/2024	-	Overdue	Online	bookCover_108.jpg
BR0529	U0001	BK0191	25/05/2024	31/05/2024	15/06/2024	Overdue	Physical	bookCover_191.jpg
BR0530	U0002	BK0182	19/03/2024	25/03/2024	06/04/2024	Overdue	Online	bookCover_182.jpg
BR0531	U0001	BK0163	24/01/2025	30/01/2025	03/02/2025	Overdue	Online	bookCover_163.jpg
BR0532	U0002	BK0179	21/01/2025	27/01/2025	22/01/2025	Returned	Online	bookCover_179.jpg
BR0533	U0005	BK0001	01/07/2024	07/07/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0534	U0002	BK0219	19/01/2024	25/01/2024	31/01/2024	Overdue	Online	bookCover_219.jpg
BR0535	U0021	BK0052	29/09/2024	05/10/2024	04/10/2024	Returned	Online	bookCover_52.jpg
BR0536	U0005	BK0016	12/11/2024	18/11/2024	16/11/2024	Returned	Physical	bookCover_16.jpg
BR0537	U0003	BK0101	29/03/2024	04/04/2024	30/03/2024	Returned	Online	bookCover_101.jpg
BR0538	U0064	BK0179	22/05/2024	28/05/2024	-	Overdue	Online	bookCover_179.jpg
BR0539	U0003	BK0179	05/02/2025	11/02/2025	08/02/2025	Returned	Physical	bookCover_179.jpg
BR0540	U0005	BK0176	13/02/2025	19/02/2025	19/02/2025	Returned	Physical	bookCover_176.jpg
BR0541	U0005	BK0181	19/12/2024	25/12/2024	24/12/2024	Returned	Online	bookCover_181.jpg
BR0542	U0042	BK0005	14/02/2025	20/02/2025	04/03/2025	Overdue	Physical	bookCover_5.jpg
BR0543	U0002	BK0216	28/02/2025	06/03/2025	18/03/2025	Overdue	Online	bookCover_214.jpg
BR0544	U0070	BK0177	19/02/2025	25/02/2025	-	Overdue	Online	bookCover_177.jpg
BR0545	U0004	BK0025	19/01/2025	25/01/2025	03/02/2025	Overdue	Physical	bookCover_25.jpg
BR0546	U0007	BK0092	12/07/2024	18/07/2024	31/07/2024	Overdue	Physical	bookCover_92.jpg
BR0547	U0003	BK0179	19/03/2025	25/03/2025	03/04/2025	Overdue	Online	bookCover_179.jpg
BR0548	U0004	BK0223	22/02/2024	28/02/2024	07/03/2024	Overdue	Physical	bookCover_223.jpg
BR0549	U0054	BK0101	28/06/2024	04/07/2024	06/07/2024	Overdue	Physical	bookCover_101.jpg
BR0550	U0061	BK0131	04/09/2024	10/09/2024	24/09/2024	Overdue	Online	bookCover_131.jpg
BR0551	U0005	BK0084	27/04/2024	03/05/2024	-	Overdue	Physical	bookCover_84.jpg
BR0552	U0045	BK0195	14/03/2025	20/03/2025	20/03/2025	Returned	Online	bookCover_195.jpg
BR0553	U0060	BK0181	31/01/2024	06/02/2024	-	Overdue	Physical	bookCover_181.jpg
BR0554	U0060	BK0160	10/07/2024	16/07/2024	-	Overdue	Physical	bookCover_160.jpg
BR0555	U0001	BK0051	03/01/2024	09/01/2024	04/01/2024	Returned	Online	bookCover_51.jpg
BR0556	U0029	BK0177	19/01/2025	25/01/2025	24/01/2025	Returned	Online	bookCover_177.jpg
BR0557	U0024	BK0047	14/05/2024	20/05/2024	19/05/2024	Returned	Online	bookCover_47.jpg
BR0558	U0003	BK0213	09/03/2025	15/03/2025	10/03/2025	Returned	Online	bookCover_211.jpg
BR0559	U0002	BK0179	17/12/2024	23/12/2024	23/12/2024	Returned	Physical	bookCover_179.jpg
BR0560	U0003	BK0201	25/02/2024	02/03/2024	07/03/2024	Overdue	Physical	bookCover_201.jpg
BR0561	U0002	BK0018	02/11/2024	08/11/2024	08/11/2024	Returned	Physical	bookCover_18.jpg
BR0562	U0001	BK0082	05/02/2024	11/02/2024	07/02/2024	Returned	Physical	bookCover_82.jpg
BR0563	U0075	BK0069	13/02/2025	19/02/2025	16/02/2025	Returned	Physical	bookCover_69.jpg
BR0564	U0022	BK0226	18/06/2024	24/06/2024	-	Overdue	Physical	bookCover_226.jpg
BR0565	U0070	BK0182	14/03/2025	20/03/2025	21/03/2025	Overdue	Online	bookCover_182.jpg
BR0566	U0003	BK0080	10/01/2025	16/01/2025	-	Overdue	Physical	bookCover_80.jpg
BR0567	U0010	BK0166	19/01/2024	25/01/2024	21/01/2024	Returned	Physical	bookCover_166.jpg
BR0568	U0017	BK0033	25/01/2024	31/01/2024	28/01/2024	Returned	Online	bookCover_33.jpg
BR0569	U0029	BK0090	15/08/2024	21/08/2024	-	Overdue	Physical	bookCover_90.jpg
BR0570	U0003	BK0179	07/11/2024	13/11/2024	07/11/2024	Returned	Physical	bookCover_179.jpg
BR0571	U0003	BK0128	10/12/2024	16/12/2024	15/12/2024	Returned	Online	bookCover_128.jpg
BR0572	U0003	BK0137	27/01/2025	02/02/2025	-	Overdue	Physical	bookCover_137.jpg
BR0573	U0005	BK0149	13/02/2025	19/02/2025	14/02/2025	Returned	Physical	bookCover_149.jpg
BR0574	U0004	BK0198	13/02/2025	19/02/2025	-	Overdue	Online	bookCover_198.jpg
BR0575	U0037	BK0168	01/06/2024	07/06/2024	01/06/2024	Returned	Online	bookCover_168.jpg
BR0576	U0004	BK0001	12/02/2024	18/02/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0577	U0031	BK0107	21/12/2024	27/12/2024	21/12/2024	Returned	Online	bookCover_107.jpg
BR0578	U0020	BK0151	04/02/2024	10/02/2024	12/02/2024	Overdue	Physical	bookCover_151.jpg
BR0579	U0072	BK0031	05/01/2025	11/01/2025	06/01/2025	Returned	Online	bookCover_31.jpg
BR0580	U0044	BK0179	20/11/2024	26/11/2024	-	Overdue	Online	bookCover_179.jpg
BR0581	U0002	BK0149	20/01/2025	26/01/2025	-	Overdue	Online	bookCover_149.jpg
BR0582	U0002	BK0177	28/02/2025	06/03/2025	-	Overdue	Online	bookCover_177.jpg
BR0583	U0003	BK0181	16/08/2024	22/08/2024	23/08/2024	Overdue	Online	bookCover_181.jpg
BR0584	U0089	BK0136	20/06/2024	26/06/2024	22/06/2024	Returned	Online	bookCover_136.jpg
BR0585	U0003	BK0179	09/01/2025	15/01/2025	28/01/2025	Overdue	Online	bookCover_179.jpg
BR0586	U0003	BK0181	09/10/2024	15/10/2024	-	Overdue	Physical	bookCover_181.jpg
BR0587	U0071	BK0196	03/01/2025	09/01/2025	23/01/2025	Overdue	Physical	bookCover_196.jpg
BR0588	U0002	BK0181	13/06/2024	19/06/2024	26/06/2024	Overdue	Physical	bookCover_181.jpg
BR0589	U0002	BK0001	03/03/2025	09/03/2025	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0590	U0058	BK0184	01/04/2025	07/04/2025	19/04/2025	Overdue	Physical	bookCover_184.jpg
BR0591	U0003	BK0179	10/01/2025	16/01/2025	16/01/2025	Returned	Physical	bookCover_179.jpg
BR0592	U0002	BK0001	19/12/2024	25/12/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0593	U0091	BK0010	08/09/2024	14/09/2024	12/09/2024	Returned	Online	bookCover_10.jpg
BR0594	U0040	BK0079	07/02/2025	13/02/2025	12/02/2025	Returned	Physical	bookCover_79.jpg
BR0595	U0012	BK0032	25/09/2024	01/10/2024	25/09/2024	Returned	Physical	bookCover_32.jpg
BR0596	U0074	BK0173	09/09/2024	15/09/2024	22/09/2024	Overdue	Online	bookCover_173.jpg
BR0597	U0001	BK0190	13/02/2024	19/02/2024	14/02/2024	Returned	Online	bookCover_190.jpg
BR0598	U0084	BK0166	15/03/2025	21/03/2025	21/03/2025	Returned	Physical	bookCover_166.jpg
BR0599	U0034	BK0138	13/12/2024	19/12/2024	13/12/2024	Returned	Online	bookCover_138.jpg
BR0600	U0004	BK0182	25/03/2024	31/03/2024	31/03/2024	Returned	Online	bookCover_182.jpg
BR0601	U0005	BK0210	26/01/2024	01/02/2024	-	Overdue	Online	bookCover_208.jpg
BR0602	U0001	BK0001	04/08/2024	10/08/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0603	U0004	BK0165	26/03/2025	01/04/2025	31/03/2025	Returned	Physical	bookCover_165.jpg
BR0604	U0045	BK0163	23/12/2024	29/12/2024	25/12/2024	Returned	Physical	bookCover_163.jpg
BR0605	U0036	BK0095	20/07/2024	26/07/2024	07/08/2024	Overdue	Physical	bookCover_95.jpg
BR0606	U0082	BK0018	01/05/2024	07/05/2024	15/05/2024	Overdue	Physical	bookCover_18.jpg
BR0607	U0003	BK0001	31/10/2024	06/11/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0608	U0010	BK0203	16/03/2025	22/03/2025	20/03/2025	Returned	Online	bookCover_202.jpg
BR0609	U0014	BK0181	16/02/2024	22/02/2024	21/02/2024	Returned	Online	bookCover_181.jpg
BR0610	U0003	BK0177	23/06/2024	29/06/2024	25/06/2024	Returned	Physical	bookCover_177.jpg
BR0611	U0001	BK0100	24/01/2024	30/01/2024	-	Overdue	Physical	bookCover_100.jpg
BR0612	U0038	BK0089	15/04/2024	21/04/2024	15/04/2024	Returned	Physical	bookCover_89.jpg
BR0613	U0005	BK0165	17/07/2024	23/07/2024	18/07/2024	Returned	Online	bookCover_165.jpg
BR0614	U0003	BK0091	19/01/2024	25/01/2024	23/01/2024	Returned	Physical	bookCover_91.jpg
BR0615	U0097	BK0109	28/03/2024	03/04/2024	31/03/2024	Returned	Physical	bookCover_109.jpg
BR0616	U0077	BK0177	12/05/2024	18/05/2024	25/05/2024	Overdue	Physical	bookCover_177.jpg
BR0617	U0024	BK0182	26/09/2024	02/10/2024	-	Overdue	Online	bookCover_182.jpg
BR0618	U0001	BK0075	17/02/2025	23/02/2025	-	Overdue	Online	bookCover_75.jpg
BR0619	U0002	BK0179	24/07/2024	30/07/2024	29/07/2024	Returned	Physical	bookCover_179.jpg
BR0620	U0094	BK0001	20/04/2024	26/04/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0621	U0005	BK0178	27/12/2024	02/01/2025	08/01/2025	Overdue	Online	bookCover_178.jpg
BR0622	U0073	BK0148	22/03/2025	28/03/2025	-	Overdue	Physical	bookCover_148.jpg
BR0623	U0033	BK0153	13/01/2025	19/01/2025	-	Overdue	Online	bookCover_153.jpg
BR0624	U0001	BK0009	21/03/2024	27/03/2024	27/03/2024	Returned	Physical	bookCover_9.jpg
BR0625	U0084	BK0213	30/12/2024	05/01/2025	05/01/2025	Returned	Physical	bookCover_211.jpg
BR0626	U0002	BK0113	09/02/2025	15/02/2025	10/02/2025	Returned	Online	bookCover_113.jpg
BR0627	U0004	BK0012	07/03/2024	13/03/2024	08/03/2024	Returned	Online	bookCover_12.jpg
BR0628	U0001	BK0054	01/03/2024	07/03/2024	-	Overdue	Physical	bookCover_54.jpg
BR0629	U0001	BK0181	11/08/2024	17/08/2024	-	Overdue	Physical	bookCover_181.jpg
BR0630	U0004	BK0223	20/11/2024	26/11/2024	09/12/2024	Overdue	Physical	bookCover_223.jpg
BR0631	U0004	BK0001	09/05/2024	15/05/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0632	U0020	BK0085	02/08/2024	08/08/2024	-	Overdue	Physical	bookCover_85.jpg
BR0633	U0001	BK0187	09/07/2024	15/07/2024	12/07/2024	Returned	Online	bookCover_187.jpg
BR0634	U0004	BK0046	15/01/2024	21/01/2024	24/01/2024	Overdue	Physical	bookCover_46.jpg
BR0635	U0003	BK0001	17/01/2025	23/01/2025	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0636	U0005	BK0001	07/05/2024	13/05/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0637	U0083	BK0181	18/07/2024	24/07/2024	-	Overdue	Online	bookCover_181.jpg
BR0638	U0042	BK0076	10/04/2024	16/04/2024	-	Overdue	Online	bookCover_76.jpg
BR0639	U0004	BK0019	24/02/2025	02/03/2025	-	Overdue	Online	bookCover_19.jpg
BR0640	U0004	BK0143	16/02/2025	22/02/2025	08/03/2025	Overdue	Online	bookCover_143.jpg
BR0641	U0003	BK0177	20/07/2024	26/07/2024	22/07/2024	Returned	Physical	bookCover_177.jpg
BR0642	U0001	BK0107	12/04/2024	18/04/2024	24/04/2024	Overdue	Online	bookCover_107.jpg
BR0643	U0003	BK0177	08/12/2024	14/12/2024	11/12/2024	Returned	Physical	bookCover_177.jpg
BR0644	U0099	BK0106	13/08/2024	19/08/2024	16/08/2024	Returned	Physical	bookCover_106.jpg
BR0645	U0004	BK0006	19/04/2024	25/04/2024	-	Overdue	Online	bookCover_6.jpg
BR0646	U0001	BK0094	31/05/2024	06/06/2024	-	Overdue	Online	bookCover_94.jpg
BR0647	U0003	BK0182	08/10/2024	14/10/2024	15/10/2024	Overdue	Online	bookCover_182.jpg
BR0648	U0004	BK0216	28/02/2024	05/03/2024	04/03/2024	Returned	Online	bookCover_214.jpg
BR0649	U0003	BK0170	13/04/2024	19/04/2024	22/04/2024	Overdue	Online	bookCover_170.jpg
BR0650	U0005	BK0181	21/02/2025	27/02/2025	08/03/2025	Overdue	Online	bookCover_181.jpg
BR0651	U0034	BK0156	14/12/2024	20/12/2024	26/12/2024	Overdue	Physical	bookCover_156.jpg
BR0652	U0040	BK0022	11/08/2024	17/08/2024	16/08/2024	Returned	Online	bookCover_22.jpg
BR0653	U0004	BK0180	21/10/2024	27/10/2024	-	Overdue	Physical	bookCover_180.jpg
BR0654	U0002	BK0075	07/03/2025	13/03/2025	25/03/2025	Overdue	Online	bookCover_75.jpg
BR0655	U0085	BK0001	30/04/2024	06/05/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0656	U0075	BK0001	16/08/2024	22/08/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0657	U0028	BK0168	26/02/2024	03/03/2024	26/02/2024	Returned	Online	bookCover_168.jpg
BR0658	U0003	BK0221	19/01/2025	25/01/2025	06/02/2025	Overdue	Physical	bookCover_221.jpg
BR0659	U0087	BK0179	26/12/2024	01/01/2025	03/01/2025	Overdue	Physical	bookCover_179.jpg
BR0660	U0046	BK0206	14/06/2024	20/06/2024	17/06/2024	Returned	Online	bookCover_205.jpg
BR0661	U0076	BK0177	27/11/2024	03/12/2024	08/12/2024	Overdue	Physical	bookCover_177.jpg
BR0662	U0095	BK0001	13/02/2024	19/02/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0663	U0091	BK0182	16/01/2025	22/01/2025	-	Overdue	Online	bookCover_182.jpg
BR0664	U0090	BK0094	19/01/2025	25/01/2025	23/01/2025	Returned	Physical	bookCover_94.jpg
BR0665	U0065	BK0140	23/09/2024	29/09/2024	23/09/2024	Returned	Online	bookCover_140.jpg
BR0666	U0024	BK0052	23/05/2024	29/05/2024	30/05/2024	Overdue	Physical	bookCover_52.jpg
BR0667	U0054	BK0181	24/11/2024	30/11/2024	28/11/2024	Returned	Online	bookCover_181.jpg
BR0668	U0005	BK0034	25/03/2025	31/03/2025	25/03/2025	Returned	Online	bookCover_34.jpg
BR0669	U0005	BK0012	15/03/2024	21/03/2024	16/03/2024	Returned	Physical	bookCover_12.jpg
BR0670	U0073	BK0007	01/03/2024	07/03/2024	06/03/2024	Returned	Online	bookCover_7.jpg
BR0671	U0003	BK0177	22/09/2024	28/09/2024	28/09/2024	Returned	Physical	bookCover_177.jpg
BR0672	U0002	BK0179	03/07/2024	09/07/2024	21/07/2024	Overdue	Online	bookCover_179.jpg
BR0673	U0034	BK0204	31/12/2024	06/01/2025	10/01/2025	Overdue	Physical	bookCover_203.jpg
BR0674	U0031	BK0044	18/01/2024	24/01/2024	23/01/2024	Returned	Physical	bookCover_44.jpg
BR0675	U0050	BK0001	14/01/2024	20/01/2024	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0676	U0001	BK0152	16/03/2024	22/03/2024	22/03/2024	Returned	Online	bookCover_152.jpg
BR0677	U0002	BK0216	25/02/2025	03/03/2025	28/02/2025	Returned	Online	bookCover_216.jpg
BR0678	U0002	BK0023	28/06/2024	04/07/2024	28/06/2024	Returned	Online	bookCover_23.jpg
BR0679	U0051	BK0196	17/03/2025	23/03/2025	04/04/2025	Overdue	Online	bookCover_196.jpg
BR0680	U0068	BK0189	02/02/2025	08/02/2025	17/02/2025	Overdue	Online	bookCover_189.jpg
BR0681	U0001	BK0179	10/08/2024	16/08/2024	-	Overdue	Online	bookCover_179.jpg
BR0682	U0044	BK0131	26/01/2024	01/02/2024	30/01/2024	Returned	Physical	bookCover_131.jpg
BR0683	U0079	BK0170	28/08/2024	03/09/2024	29/08/2024	Returned	Online	bookCover_170.jpg
BR0684	U0017	BK0175	21/02/2025	27/02/2025	10/03/2025	Overdue	Physical	bookCover_175.jpg
BR0685	U0002	BK0218	14/11/2024	20/11/2024	18/11/2024	Returned	Online	bookCover_218.jpg
BR0686	U0004	BK0081	25/07/2024	31/07/2024	-	Overdue	Physical	bookCover_81.jpg
BR0687	U0013	BK0182	25/12/2024	31/12/2024	-	Overdue	Physical	bookCover_182.jpg
BR0688	U0037	BK0036	29/02/2024	06/03/2024	01/03/2024	Returned	Physical	bookCover_36.jpg
BR0689	U0002	BK0218	20/10/2024	26/10/2024	25/10/2024	Returned	Physical	bookCover_218.jpg
BR0690	U0002	BK0181	20/08/2024	26/08/2024	23/08/2024	Returned	Online	bookCover_181.jpg
BR0691	U0095	BK0196	01/08/2024	07/08/2024	-	Overdue	Online	bookCover_196.jpg
BR0692	U0002	BK0020	31/03/2025	06/04/2025	06/04/2025	Returned	Online	bookCover_20.jpg
BR0693	U0065	BK0179	25/01/2025	31/01/2025	26/01/2025	Returned	Physical	bookCover_179.jpg
BR0694	U0030	BK0193	28/01/2024	03/02/2024	31/01/2024	Returned	Physical	bookCover_193.jpg
BR0695	U0080	BK0056	01/01/2025	07/01/2025	15/01/2025	Overdue	Online	bookCover_56.jpg
BR0696	U0006	BK0177	21/05/2024	27/05/2024	26/05/2024	Returned	Online	bookCover_177.jpg
BR0697	U0060	BK0181	15/06/2024	21/06/2024	28/06/2024	Overdue	Physical	bookCover_181.jpg
BR0698	U0001	BK0182	23/02/2025	01/03/2025	-	Overdue	Physical	bookCover_182.jpg
BR0699	U0050	BK0029	11/11/2024	17/11/2024	29/11/2024	Overdue	Physical	bookCover_29.jpg
BR0700	U0002	BK0179	07/07/2024	13/07/2024	24/07/2024	Overdue	Online	bookCover_179.jpg
BR0701	U0001	BK0172	21/01/2025	27/01/2025	29/01/2025	Overdue	Online	bookCover_172.jpg
BR0702	U0001	BK0039	08/02/2024	14/02/2024	12/02/2024	Returned	Physical	bookCover_39.jpg
BR0703	U0005	BK0077	08/05/2024	14/05/2024	16/05/2024	Overdue	Online	bookCover_77.jpg
BR0704	U0074	BK0008	18/09/2024	24/09/2024	-	Overdue	Online	bookCover_8.jpg
BR0705	U0040	BK0177	18/05/2024	24/05/2024	23/05/2024	Returned	Online	bookCover_177.jpg
BR0706	U0081	BK0160	29/12/2024	04/01/2025	30/12/2024	Returned	Online	bookCover_160.jpg
BR0707	U0001	BK0182	07/04/2024	13/04/2024	20/04/2024	Overdue	Physical	bookCover_182.jpg
BR0708	U0071	BK0198	10/11/2024	16/11/2024	13/11/2024	Returned	Physical	bookCover_198.jpg
BR0709	U0005	BK0012	11/02/2024	17/02/2024	21/02/2024	Overdue	Physical	bookCover_12.jpg
BR0710	U0092	BK0182	21/04/2024	27/04/2024	22/04/2024	Returned	Physical	bookCover_182.jpg
BR0711	U0001	BK0048	07/08/2024	13/08/2024	22/08/2024	Overdue	Online	bookCover_48.jpg
BR0712	U0029	BK0191	20/07/2024	26/07/2024	26/07/2024	Returned	Online	bookCover_191.jpg
BR0713	U0003	BK0181	07/05/2024	13/05/2024	07/05/2024	Returned	Physical	bookCover_181.jpg
BR0714	U0004	BK0012	24/02/2024	01/03/2024	01/03/2024	Returned	Online	bookCover_12.jpg
BR0715	U0048	BK0179	05/04/2024	11/04/2024	-	Overdue	Physical	bookCover_179.jpg
BR0716	U0003	BK0159	25/10/2024	31/10/2024	26/10/2024	Returned	Physical	bookCover_159.jpg
BR0717	U0005	BK0108	02/03/2025	08/03/2025	02/03/2025	Returned	Online	bookCover_108.jpg
BR0718	U0022	BK0192	03/03/2024	09/03/2024	06/03/2024	Returned	Online	bookCover_192.jpg
BR0719	U0003	BK0106	01/11/2024	07/11/2024	06/11/2024	Returned	Online	bookCover_106.jpg
BR0720	U0005	BK0008	03/02/2024	09/02/2024	06/02/2024	Returned	Physical	bookCover_8.jpg
BR0721	U0035	BK0067	21/02/2024	27/02/2024	29/02/2024	Overdue	Physical	bookCover_67.jpg
BR0722	U0003	BK0160	10/01/2024	16/01/2024	14/01/2024	Returned	Online	bookCover_160.jpg
BR0723	U0005	BK0182	30/11/2024	06/12/2024	05/12/2024	Returned	Online	bookCover_182.jpg
BR0724	U0001	BK0170	11/03/2024	17/03/2024	15/03/2024	Returned	Physical	bookCover_170.jpg
BR0725	U0031	BK0179	03/08/2024	09/08/2024	20/08/2024	Overdue	Online	bookCover_179.jpg
BR0726	U0004	BK0224	24/04/2024	30/04/2024	30/04/2024	Returned	Physical	bookCover_224.jpg
BR0727	U0046	BK0074	23/04/2024	29/04/2024	30/04/2024	Overdue	Physical	bookCover_74.jpg
BR0728	U0005	BK0030	01/12/2024	07/12/2024	05/12/2024	Returned	Online	bookCover_30.jpg
BR0729	U0038	BK0177	06/01/2024	12/01/2024	-	Overdue	Online	bookCover_177.jpg
BR0730	U0032	BK0154	10/07/2024	16/07/2024	30/07/2024	Overdue	Online	bookCover_154.jpg
BR0731	U0048	BK0160	27/12/2024	02/01/2025	16/01/2025	Overdue	Physical	bookCover_160.jpg
BR0732	U0001	BK0196	03/02/2024	09/02/2024	03/02/2024	Returned	Physical	bookCover_196.jpg
BR0733	U0001	BK0146	01/08/2024	07/08/2024	11/08/2024	Overdue	Online	bookCover_146.jpg
BR0734	U0040	BK0186	15/06/2024	21/06/2024	29/06/2024	Overdue	Online	bookCover_186.jpg
BR0735	U0001	BK0179	28/10/2024	03/11/2024	-	Overdue	Online	bookCover_179.jpg
BR0736	U0097	BK0091	27/02/2025	05/03/2025	04/03/2025	Returned	Physical	bookCover_91.jpg
BR0737	U0001	BK0181	09/03/2025	15/03/2025	09/03/2025	Returned	Online	bookCover_181.jpg
BR0738	U0063	BK0179	23/12/2024	29/12/2024	04/01/2025	Overdue	Physical	bookCover_179.jpg
BR0739	U0002	BK0158	24/06/2024	30/06/2024	26/06/2024	Returned	Physical	bookCover_158.jpg
BR0740	U0084	BK0091	11/12/2024	17/12/2024	15/12/2024	Returned	Online	bookCover_91.jpg
BR0741	U0063	BK0139	21/10/2024	27/10/2024	01/11/2024	Overdue	Physical	bookCover_139.jpg
BR0742	U0001	BK0001	23/12/2024	29/12/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0743	U0016	BK0214	02/10/2024	08/10/2024	-	Overdue	Physical	bookCover_212.jpg
BR0744	U0005	BK0179	30/05/2024	05/06/2024	05/06/2024	Returned	Online	bookCover_179.jpg
BR0745	U0069	BK0072	17/02/2024	23/02/2024	08/03/2024	Overdue	Physical	bookCover_72.jpg
BR0746	U0057	BK0020	22/08/2024	28/08/2024	24/08/2024	Returned	Physical	bookCover_20.jpg
BR0747	U0003	BK0146	09/11/2024	15/11/2024	25/11/2024	Overdue	Online	bookCover_146.jpg
BR0748	U0070	BK0213	18/03/2024	24/03/2024	19/03/2024	Returned	Online	bookCover_211.jpg
BR0749	U0005	BK0193	30/09/2024	06/10/2024	-	Overdue	Physical	bookCover_193.jpg
BR0750	U0028	BK0181	28/02/2025	06/03/2025	-	Overdue	Physical	bookCover_181.jpg
BR0751	U0005	BK0075	02/08/2024	08/08/2024	02/08/2024	Returned	Physical	bookCover_75.jpg
BR0752	U0004	BK0162	08/11/2024	14/11/2024	-	Overdue	Online	bookCover_162.jpg
BR0753	U0005	BK0058	28/03/2025	03/04/2025	28/03/2025	Returned	Physical	bookCover_58.jpg
BR0754	U0002	BK0128	26/08/2024	01/09/2024	16/09/2024	Overdue	Physical	bookCover_128.jpg
BR0755	U0004	BK0181	02/07/2024	08/07/2024	02/07/2024	Returned	Physical	bookCover_181.jpg
BR0756	U0001	BK0177	23/09/2024	29/09/2024	03/10/2024	Overdue	Physical	bookCover_177.jpg
BR0757	U0057	BK0182	27/11/2024	03/12/2024	15/12/2024	Overdue	Physical	bookCover_182.jpg
BR0758	U0012	BK0114	08/04/2024	14/04/2024	08/04/2024	Returned	Online	bookCover_114.jpg
BR0759	U0068	BK0128	18/05/2024	24/05/2024	18/05/2024	Returned	Physical	bookCover_128.jpg
BR0760	U0005	BK0177	29/09/2024	05/10/2024	02/10/2024	Returned	Physical	bookCover_177.jpg
BR0761	U0005	BK0125	21/02/2025	27/02/2025	23/02/2025	Returned	Online	bookCover_125.jpg
BR0762	U0056	BK0004	27/01/2025	02/02/2025	03/05/2025	Overdue	Online	bookCover_4.jpg
BR0763	U0080	BK0177	28/06/2024	04/07/2024	28/06/2024	Returned	Online	bookCover_177.jpg
BR0764	U0005	BK0124	28/06/2024	04/07/2024	12/07/2024	Overdue	Online	bookCover_124.jpg
BR0765	U0005	BK0182	19/10/2024	25/10/2024	-	Overdue	Online	bookCover_182.jpg
BR0766	U0062	BK0192	09/07/2024	15/07/2024	-	Overdue	Physical	bookCover_192.jpg
BR0767	U0004	BK0177	11/06/2024	17/06/2024	-	Overdue	Physical	bookCover_177.jpg
BR0768	U0002	BK0053	17/10/2024	23/10/2024	28/10/2024	Overdue	Physical	bookCover_53.jpg
BR0769	U0080	BK0098	20/01/2024	26/01/2024	25/01/2024	Returned	Online	bookCover_98.jpg
BR0770	U0002	BK0009	12/12/2024	18/12/2024	29/12/2024	Overdue	Physical	bookCover_9.jpg
BR0771	U0067	BK0096	23/04/2024	29/04/2024	-	Overdue	Physical	bookCover_96.jpg
BR0772	U0001	BK0181	11/08/2024	17/08/2024	-	Overdue	Physical	bookCover_181.jpg
BR0773	U0003	BK0134	13/07/2024	19/07/2024	13/07/2024	Returned	Online	bookCover_134.jpg
BR0774	U0002	BK0022	26/07/2024	01/08/2024	31/07/2024	Returned	Physical	bookCover_22.jpg
BR0775	U0063	BK0182	01/12/2024	07/12/2024	18/12/2024	Overdue	Online	bookCover_182.jpg
BR0776	U0044	BK0168	03/05/2024	09/05/2024	06/05/2024	Returned	Physical	bookCover_168.jpg
BR0777	U0081	BK0175	15/09/2024	21/09/2024	16/09/2024	Returned	Physical	bookCover_175.jpg
BR0778	U0004	BK0092	15/04/2024	21/04/2024	29/04/2024	Overdue	Online	bookCover_92.jpg
BR0779	U0004	BK0062	12/10/2024	18/10/2024	12/10/2024	Returned	Physical	bookCover_62.jpg
BR0780	U0035	BK0177	04/01/2024	10/01/2024	-	Overdue	Physical	bookCover_177.jpg
BR0781	U0027	BK0010	26/05/2024	01/06/2024	27/05/2024	Returned	Online	bookCover_10.jpg
BR0782	U0004	BK0001	17/01/2025	23/01/2025	03/05/2025	Overdue	Physical	bookCover_1.jpg
BR0783	U0004	BK0001	25/09/2024	01/10/2024	03/05/2025	Overdue	Online	bookCover_1.jpg
BR0784	U0043	BK0179	09/05/2024	15/05/2024	20/05/2024	Overdue	Online	bookCover_179.jpg
BR0785	U0063	BK0118	04/01/2024	10/01/2024	04/01/2024	Returned	Online	bookCover_118.jpg
BR0786	U0003	BK0142	24/07/2024	30/07/2024	-	Overdue	Physical	bookCover_142.jpg
